基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
中国梦灵活配置混合,000554,1.59亿元（2020-09-30）,13.51%,19.97%,24.29%,46.34%,36.59%,127.70%,张延闽/张原,226天,55.53%,5年又296天/11年又110天
华泰紫金泰盈混合A,008404,1.01亿元（2020-09-30）,16.90%,27.35%,36.62%,--,--,69.84%,俞天甲,355天,69.84%,355天
金信量化精选混合,002862,1.23亿元（2020-09-30）,17.53%,21.67%,32.20%,105.55%,60.56%,48.20%,周谧,1年又158天,125.91%,2年又312天
汇添富美丽30混合,000173,28.56亿元（2020-09-30）,10.24%,12.95%,12.59%,50.57%,56.30%,300.59%,王栩,7年又201天,300.59%,10年又341天
前海开源国家比较优势混合,001102,47.33亿元（2020-09-30）,24.47%,39.50%,43.09%,127.55%,180.69%,317.10%,曲扬,5年又249天,317.10%,7年又58天
招商行业领先混合A,217012,3.99亿元（2020-09-30）,19.54%,30.95%,46.12%,92.35%,94.22%,269.53%,吴昊,5年又171天,125.74%,8年又276天
招商丰盛稳定增长混合A,000530,0.48亿元（2020-09-30）,21.24%,27.12%,28.76%,70.67%,94.30%,138.60%,王奇玮,1年又203天,108.20%,4年又11天
国寿安保科创3年封闭混合,501097,3.67亿元（2020-09-30）,4.08%,8.80%,15.21%,--,--,20.95%,吴坚/张琦,290天,20.95%,6年又221天/10年又72天
南方景气驱动混合C,009705,21.25亿元（2020-08-04）,12.73%,16.82%,--,--,--,17.63%,茅炜,159天,17.63%,4年又343天
华商红利优选混合,000279,2.12亿元（2020-09-30）,12.85%,21.70%,27.09%,63.38%,86.13%,302.86%,邓默,271天,58.20%,5年又125天
博道嘉瑞混合A,008467,6.98亿元（2020-09-30）,16.27%,25.50%,30.79%,77.85%,--,78.26%,张迎军,1年又12天,78.26%,7年又195天
泰达宏利绩优混合,005903,0.31亿元（2020-09-30）,14.74%,25.94%,25.80%,74.44%,--,137.39%,吴华,2年又212天,137.39%,6年又293天
东海核心价值,006538,0.06亿元（2020-09-30）,17.68%,22.80%,17.78%,69.03%,--,105.85%,胡德军,2年又49天,105.85%,5年又77天
华夏稳增混合,519029,14.18亿元（2020-09-30）,5.47%,7.16%,-0.53%,34.63%,49.63%,396.81%,彭海伟,212天,16.35%,6年又360天
广发改革混合,001468,5.02亿元（2020-09-30）,6.51%,11.40%,8.00%,61.41%,72.92%,30.90%,陈少平,1年又288天,106.47%,13年又136天
招商安泰混合,217001,5.34亿元（2020-09-30）,14.42%,17.10%,24.18%,58.23%,63.60%,1037.61%,潘明曦,353天,53.59%,5年又95天
嘉合锦程混合A,006424,0.98亿元（2020-09-30）,29.08%,55.03%,50.31%,117.39%,--,157.70%,李国林/骆海涛,1年又361天,157.52%,1年又361天/3年又30天
华夏价值精选混合,007592,6.76亿元（2020-09-30）,13.81%,26.02%,25.72%,--,--,54.36%,郑煜,33天,13.81%,14年又156天
申万菱信新动力混合,310328,16.47亿元（2020-09-30）,12.20%,21.40%,19.68%,64.81%,82.47%,666.12%,周小波,188天,24.65%,194天
兴银丰盈灵活配置,001474,0.21亿元（2020-09-30）,10.99%,21.31%,20.25%,50.61%,80.38%,133.59%,孔晓语,1年又143天,70.75%,2年又233天
中银健康生活混合,000591,0.70亿元（2020-09-30）,16.61%,28.60%,31.76%,54.38%,63.72%,162.60%,严菲,286天,66.41%,13年又103天
广发新经济混合C,010134,0.01亿元（2020-09-30）,10.89%,14.90%,--,--,--,16.10%,邱璟旻,110天,16.10%,4年又266天
农银汇理量化智慧动力混合,005638,0.84亿元（2020-09-30）,16.83%,31.29%,29.37%,76.37%,--,102.31%,魏刚,2年又291天,102.31%,2年又291天
华泰紫金泰盈混合C,008405,10.42亿元（2020-09-30）,16.89%,27.30%,36.49%,--,--,69.52%,俞天甲,355天,69.52%,355天
华夏收入混合,288002,26.33亿元（2020-09-30）,8.41%,12.58%,7.32%,42.81%,37.44%,1521.67%,郑煜,11年又270天,261.97%,14年又156天
华泰柏瑞新兴产业混合A,005409,4.91亿元（2020-09-30）,11.07%,16.56%,28.27%,80.99%,--,113.15%,吴邦栋,138天,12.38%,2年又303天
平安高端制造混合C,007083,4.96亿元（2020-09-30）,22.88%,29.79%,32.32%,94.87%,--,165.79%,李化松,1年又262天,165.79%,4年又236天
中银新蓝筹混合,002694,0.48亿元（2020-09-30）,17.30%,30.63%,35.90%,72.78%,84.08%,88.50%,严菲,3年又241天,88.50%,13年又103天
新华优选成长混合,519089,5.25亿元（2020-09-30）,19.59%,28.98%,29.73%,79.62%,149.36%,575.05%,栾超,2年又137天,150.45%,4年又311天
银华和谐主题混合,180018,4.98亿元（2020-09-30）,17.07%,26.68%,32.07%,82.35%,116.04%,424.47%,唐能,2年又15天,167.91%,5年又232天
鹏扬景泓回报灵活配置混合A,009114,7.24亿元（2020-09-07）,20.17%,31.47%,--,--,--,29.23%,张望,125天,29.23%,296天
银华混改红利灵活配置混合发起式,005519,3.19亿元（2020-09-30）,6.82%,14.73%,20.64%,66.97%,--,96.72%,贲兴振,2年又234天,96.72%,7年又260天
农银汇理睿选灵活配置混合,005815,1.28亿元（2020-09-30）,15.38%,25.91%,27.62%,98.86%,--,157.06%,颜伟鹏,2年又231天,157.06%,5年又315天
建信核心精选混合,530006,3.90亿元（2020-09-30）,10.55%,25.63%,35.14%,79.03%,115.83%,642.57%,王东杰,2年又121天,171.90%,5年又244天
诺安利鑫灵活配置混合,002137,0.69亿元（2020-09-30）,7.52%,9.82%,-3.49%,26.15%,54.38%,57.42%,李迪光,10天,3.21%,10天
中欧盛世成长混合(LOF)C,004233,0.47亿元（2020-09-30）,14.28%,29.85%,41.21%,96.10%,116.62%,149.37%,魏博,3年又364天,149.37%,8年又150天
长安裕隆混合C,005744,1.94亿元（2020-09-30）,28.70%,47.25%,55.93%,104.90%,--,253.25%,徐小勇,2年又43天,257.90%,9年又101天
大成新锐产业混合,090018,12.61亿元（2020-09-30）,14.45%,21.03%,45.25%,92.28%,128.16%,439.23%,韩创,2年又1天,186.25%,2年又1天
东吴智慧医疗量化策略混合,002919,0.83亿元（2020-09-30）,14.07%,15.29%,20.75%,49.12%,46.40%,36.59%,赵梅玲,171天,10.28%,4年又246天
圆信永丰研究精选混合C,009848,0.35亿元（2020-08-27）,12.29%,19.89%,--,--,--,14.12%,李明阳,136天,14.12%,3年又37天
农银主题轮动混合,000462,5.53亿元（2020-09-30）,15.16%,25.20%,29.15%,100.61%,74.96%,161.01%,颜伟鹏,4年又14天,168.28%,5年又315天
中信证券红利价值B,900099,121.54亿元（2020-09-30）,15.62%,19.69%,24.24%,74.06%,--,83.17%,刘琦,1年又81天,83.17%,1年又81天
鹏华研究智选混合,007146,4.25亿元（2020-09-30）,11.32%,15.80%,20.58%,81.09%,--,106.14%,包兵华,8天,1.71%,1年又266天
华宝创新优选混合,000601,23.03亿元（2020-09-30）,18.59%,24.03%,28.53%,96.54%,170.83%,228.51%,代云锋,3年又86天,157.30%,3年又86天
广发聚丰混合A,270005,68.96亿元（2020-09-30）,9.86%,12.23%,13.99%,75.02%,62.50%,878.76%,邱璟旻,242天,34.73%,4年又266天
华商科技创新混合,008961,5.30亿元（2020-09-30）,18.21%,24.21%,32.39%,--,--,51.75%,童立,310天,51.75%,4年又274天
招商制造业混合C,004569,4.70亿元（2020-09-30）,16.25%,27.35%,27.35%,93.37%,111.43%,154.70%,王景,3年又248天,154.70%,9年又61天
中欧盛世成长混合(LOF)A,166011,6.51亿元（2020-09-30）,14.35%,30.12%,41.74%,97.61%,120.33%,658.50%,魏博,7年又2天,450.44%,8年又150天
新华战略新兴产业灵活配置混合,001294,1.84亿元（2020-09-30）,19.55%,35.17%,48.07%,108.09%,74.54%,39.63%,申峰旗/付伟,88天,26.25%,88天/5年又146天
鹏扬景泓回报灵活配置混合C,009115,1.07亿元（2020-09-07）,20.14%,31.32%,--,--,--,29.06%,张望,125天,29.06%,296天
嘉实优质企业混合,070099,26.41亿元（2020-09-30）,14.67%,23.86%,26.05%,88.68%,106.83%,293.03%,胡涛,5年又231天,68.89%,11年又66天
农银汇理研究驱动混合,005492,1.27亿元（2020-09-30）,19.33%,27.03%,25.00%,86.29%,--,117.47%,徐文卉,2年又352天,117.47%,3年又240天
大成灵活配置混合,000587,1.77亿元（2020-09-30）,14.19%,21.38%,27.11%,74.84%,70.00%,312.11%,王磊,3年又210天,91.07%,7年又219天
平安量化精选混合A,005486,0.17亿元（2020-09-30）,14.66%,20.50%,18.14%,45.10%,--,56.34%,毛时超,107天,21.65%,246天
中信证券红利价值C,900089,72.65亿元（2020-09-30）,15.54%,19.42%,23.73%,72.66%,--,81.41%,刘琦,1年又81天,81.41%,1年又81天
中融量化智选混合A,004212,0.13亿元（2020-09-30）,9.85%,12.55%,9.45%,27.57%,34.49%,56.46%,孙亚超/陈薪羽,229天,27.71%,2年又337天/1年又163天
泰康策略优选混合,003378,19.41亿元（2020-09-30）,11.58%,26.13%,26.60%,73.59%,95.62%,132.52%,宋仁杰,110天,25.90%,1年又117天
银河智慧混合,005211,2.28亿元（2020-09-30）,11.96%,19.11%,20.50%,84.88%,141.69%,142.27%,袁曦,3年又41天,142.27%,5年又15天
华宝国策导向混合,001088,5.85亿元（2020-09-30）,14.39%,24.10%,32.65%,54.51%,44.34%,9.70%,丁靖斐,164天,28.76%,1年又128天
华宝服务优选混合,000124,9.76亿元（2020-09-30）,18.38%,24.34%,26.25%,86.63%,116.98%,330.87%,代云锋,333天,67.69%,3年又86天
华泰保兴吉年丰混合发起A,004374,5.52亿元（2020-09-30）,19.47%,28.44%,29.87%,76.31%,122.19%,184.44%,尚烁徽,2年又205天,158.87%,3年又293天
万家量化同顺混合C,005651,0.25亿元（2020-09-30）,15.54%,28.49%,33.81%,56.92%,--,77.84%,尹航,134天,23.52%,173天
建信社会责任混合,530019,0.21亿元（2020-09-30）,19.49%,29.68%,32.95%,72.78%,61.43%,258.70%,刘克飞,1年又44天,86.05%,2年又311天
大成互联网思维混合,001144,5.58亿元（2020-09-30）,9.00%,15.30%,22.45%,62.45%,78.34%,69.60%,李博,5年又266天,69.60%,5年又266天
诺德新盛灵活配置混合C,009710,0.01亿元（2020-09-30）,7.49%,9.94%,--,--,--,0.25%,应颖,136天,0.25%,3年又7天
中邮健康文娱混合,004890,0.66亿元（2020-09-30）,23.01%,39.24%,24.60%,94.33%,141.27%,141.51%,许忠海,2年又200天,168.05%,5年又270天
嘉实新收益混合,000870,6.55亿元（2020-09-30）,14.76%,25.39%,21.56%,68.19%,75.50%,218.88%,王凯/胡涛,172天,21.27%,4年又126天/11年又66天
国泰蓝筹精选混合C,008175,0.30亿元（2020-09-30）,15.20%,33.85%,44.18%,--,--,76.79%,李恒,318天,76.79%,3年又350天
富国研究量化精选混合,005075,1.54亿元（2020-09-30）,13.40%,24.31%,28.23%,95.99%,110.48%,112.86%,于鹏,3年又48天,112.86%,5年又47天
光大均衡精选混合,360010,0.70亿元（2020-09-30）,1.19%,8.07%,1.02%,14.43%,35.73%,150.70%,戴奇雷,6年又195天,195.37%,9年又185天
华安文体健康混合,001532,1.39亿元（2020-09-30）,8.74%,22.94%,28.74%,91.48%,129.36%,156.20%,刘畅畅/谢昌旭,1年又3天,91.48%,1年又3天/2年又72天
南华丰淳混合A,005296,0.03亿元（2020-09-30）,18.20%,24.38%,26.88%,64.55%,71.58%,71.82%,徐超/刘斐,359天,57.92%,4年又253天/3年又148天
招商丰德灵活配置混合A,003000,0.50亿元（2020-09-30）,8.02%,8.92%,8.70%,18.28%,11.41%,21.93%,张磊/张韵,3年又209天,20.50%,3年又209天/5年又95天
万家社会责任18个月定开A,161912,4.94亿元（2020-09-30）,23.77%,55.02%,47.82%,97.57%,--,181.59%,莫海波,1年又296天,181.59%,5年又251天
嘉实创新成长混合,001760,3.78亿元（2020-09-30）,15.49%,26.68%,18.97%,53.23%,41.04%,54.30%,王汉博,162天,14.04%,1年又342天
博道嘉元混合A,008793,6.31亿元（2020-09-30）,16.90%,29.17%,35.42%,--,--,64.30%,张迎军,312天,64.30%,7年又195天
广发新兴成长混合,002125,0.95亿元（2020-09-30）,12.04%,20.03%,30.50%,79.86%,70.57%,75.00%,刘玉,335天,76.06%,2年又86天
中欧盛世成长混合(LOF)E,001888,0.30亿元（2020-09-30）,14.35%,30.12%,41.74%,97.63%,120.59%,199.21%,魏博,5年又96天,199.21%,8年又150天
富国新材料新能源混合,009092,5.99亿元（2020-09-30）,18.04%,28.79%,34.39%,--,--,34.38%,徐斌,200天,34.38%,1年又144天
鹏华价值成长混合,008681,66.53亿元（2020-09-30）,14.94%,18.79%,16.98%,--,--,52.01%,陈璇淼,335天,52.01%,4年又288天
国联安优选行业混合,257070,24.07亿元（2020-09-30）,9.67%,14.91%,-0.13%,66.78%,114.85%,316.13%,潘明,5年又270天,67.18%,6年又331天
新华趋势领航混合,519158,7.40亿元（2020-09-30）,19.05%,28.35%,28.39%,61.54%,92.27%,382.99%,申峰旗/栾超,6天,3.42%,88天/4年又311天
南方改革机遇,001181,4.68亿元（2020-09-30）,13.23%,22.97%,29.95%,70.33%,94.37%,83.10%,卢玉珊,1年又110天,87.79%,5年又13天
前海开源中国稀缺资产混合A,001679,18.87亿元（2020-09-30）,23.38%,38.70%,43.19%,133.15%,311.00%,236.20%,曲扬,5年又124天,236.20%,7年又58天
中融鑫起点混合A,001413,0.38亿元（2020-09-30）,10.44%,19.30%,27.63%,30.02%,27.71%,44.26%,陈荔/吴刚,137天,18.11%,137天/3年又9天
建信裕利灵活配置混合,002281,0.90亿元（2020-09-30）,13.68%,30.04%,28.70%,62.94%,83.06%,89.65%,邵卓,2年又154天,114.95%,5年又294天
华泰柏瑞新兴产业混合C,010032,0.07亿元（2020-09-30）,11.00%,16.32%,--,--,--,16.28%,吴邦栋,138天,12.08%,2年又303天
嘉合稳健增长混合C,007142,3.99亿元（2020-08-05）,27.43%,41.49%,--,--,--,42.62%,李国林/季慧娟,158天,42.62%,1年又361天/5年又188天
长安裕隆混合A,005743,6.52亿元（2020-09-30）,28.76%,47.46%,56.33%,105.93%,--,256.54%,徐小勇,2年又43天,259.27%,9年又101天
新沃通盈灵活配置混合,002564,0.15亿元（2020-09-30）,18.28%,37.16%,21.29%,66.67%,101.68%,175.93%,陈乐华,185天,18.90%,4年又301天
平安估值精选混合A,007893,1.37亿元（2020-09-30）,9.63%,19.19%,19.57%,--,--,47.16%,黄维,263天,47.16%,4年又146天
万家量化同顺混合A,005650,0.97亿元（2020-09-30）,15.58%,28.67%,34.16%,57.71%,--,80.52%,尹航,134天,23.74%,173天
大摩ESG量化混合,009246,20.11亿元（2020-09-30）,18.33%,22.74%,--,--,--,21.03%,余斌,178天,21.03%,6年又140天
招商丰德灵活配置混合C,003001,0.12亿元（2020-09-30）,7.93%,8.80%,8.52%,17.96%,10.68%,19.48%,张磊/张韵,3年又209天,18.81%,3年又209天/5年又95天
宝盈睿丰创新混合C,000796,0.95亿元（2020-09-30）,5.46%,15.17%,9.48%,63.11%,110.10%,141.40%,杨思亮/朱建明,2年又314天,123.11%,2年又314天/4年又6天
上投摩根核心优选混合,370024,8.35亿元（2020-09-30）,18.04%,25.23%,27.48%,86.77%,103.35%,527.76%,孙芳,4年又75天,174.01%,9年又36天
中邮医药健康混合,003284,0.97亿元（2020-09-30）,11.38%,9.60%,12.68%,73.10%,110.09%,124.73%,王曼,4年又29天,124.73%,4年又350天
嘉实成长收益混合A,070001,32.21亿元（2020-09-30）,13.36%,22.95%,29.38%,77.56%,49.08%,1666.26%,胡涛,1年又53天,66.16%,11年又66天
银华心诚灵活配置混合,005543,8.42亿元（2020-09-30）,17.50%,25.37%,38.86%,92.08%,--,121.47%,张萍/李晓星,1年又298天,134.09%,2年又66天/5年又189天
招商安弘灵活配置混合,002271,0.77亿元（2020-09-30）,12.13%,19.90%,14.90%,47.24%,108.70%,120.60%,张瀚宇/王景,190天,20.10%,316天/9年又61天
大成创业板两年定开混合C,009798,4.88亿元（2020-09-30）,15.83%,28.62%,--,--,--,26.70%,谢家乐/徐彦,178天,26.70%,1年又158天/6年又328天
长城核心优选混合,000030,2.58亿元（2020-09-30）,11.73%,20.16%,21.53%,42.62%,70.62%,225.35%,王卫林/雷俊,1年又22天,47.20%,1年又22天/4年又364天
金元顺安消费主题混合,620006,1.59亿元（2020-09-30）,8.91%,23.59%,27.27%,48.39%,53.72%,79.70%,闵杭,5年又71天,69.69%,5年又88天
华富天鑫灵活配置混合A,003152,1.21亿元（2020-09-30）,10.78%,23.77%,15.65%,79.14%,70.18%,73.41%,陈启明,318天,46.39%,6年又108天
易方达量化策略A,002216,1.31亿元（2020-09-30）,12.57%,22.24%,30.35%,76.74%,90.51%,90.70%,黄健生/官泽帆,304天,66.55%,304天/4年又109天
中信证券红利价值A,900011,6.64亿元（2020-09-30）,15.58%,19.55%,23.98%,73.35%,--,82.25%,刘琦,1年又81天,82.25%,1年又81天
国泰蓝筹精选混合A,008174,12.47亿元（2020-09-30）,15.25%,34.03%,44.55%,--,--,77.55%,李恒,318天,77.55%,3年又350天
华安创新混合,040001,20.41亿元（2020-09-30）,14.87%,21.62%,33.37%,48.78%,50.71%,566.21%,崔莹/杨明,321天,48.02%,5年又208天/12年又221天
华泰柏瑞行业精选A,008526,3.07亿元（2020-09-30）,15.62%,17.79%,19.28%,--,--,41.84%,吕慧建,263天,41.84%,11年又55天
信诚中小盘混合,550009,1.74亿元（2020-09-30）,19.85%,30.80%,34.36%,88.73%,135.74%,335.24%,郑伟,6年又264天,317.33%,7年又149天
国投瑞银核心企业混合,121003,13.70亿元（2020-09-30）,13.60%,21.43%,21.11%,59.38%,97.49%,330.57%,吉莉,1年又14天,63.04%,3年又218天
泰达宏利品质生活混合,162211,0.18亿元（2020-09-30）,14.41%,18.24%,16.23%,37.08%,13.27%,53.03%,师婧,166天,14.54%,3年又17天
东海祥龙混合(LOF),168301,0.51亿元（2020-09-30）,3.90%,5.50%,4.06%,41.25%,56.95%,51.10%,胡德军,4年又21天,51.10%,5年又77天
华安逆向策略混合,040035,38.65亿元（2020-09-30）,16.68%,25.17%,39.49%,85.47%,139.07%,830.24%,崔莹,5年又208天,167.65%,5年又208天
万家社会责任18个月定开C,161913,0.16亿元（2020-09-30）,23.73%,54.81%,47.46%,96.61%,--,179.07%,莫海波,1年又296天,179.07%,5年又251天
万家品质,519195,12.41亿元（2020-09-30）,18.63%,38.84%,33.66%,75.28%,101.97%,237.00%,莫海波,5年又159天,237.00%,5年又251天
中科沃土沃嘉混合A,004763,0.04亿元（2020-09-30）,1.66%,4.55%,1.41%,29.06%,16.98%,17.20%,孟禄程,1年又4天,28.45%,1年又64天
南方景气驱动混合A,009704,93.73亿元（2020-08-04）,12.78%,17.02%,--,--,--,17.93%,茅炜,159天,17.93%,4年又343天
鹏华健康环保混合,002259,7.73亿元（2020-09-30）,17.77%,23.37%,32.62%,93.28%,119.92%,190.30%,陈璇淼/蒋鑫,2年又53天,177.53%,4年又288天/4年又201天
富国品质生活混合,006179,5.88亿元（2020-09-30）,13.43%,23.69%,35.24%,102.38%,--,125.59%,刘莉莉/王园园,1年又297天,125.59%,2年又184天/3年又209天
易方达量化策略C,002217,1.12亿元（2020-09-30）,12.52%,22.03%,29.97%,75.84%,87.61%,87.80%,黄健生/官泽帆,304天,65.75%,304天/4年又109天
宝盈睿丰创新混合A/B,000794,0.69亿元（2020-09-30）,5.52%,15.41%,9.91%,64.49%,114.99%,169.60%,杨思亮/朱建明,2年又314天,127.90%,2年又314天/4年又6天
创金合信鑫益混合A,008909,2.53亿元（2020-09-30）,19.80%,32.64%,37.65%,--,--,66.51%,王妍/曹春林,314天,65.06%,1年又11天/3年又188天
嘉合稳健增长混合A,007141,0.50亿元（2020-08-05）,27.49%,41.71%,--,--,--,42.99%,李国林/季慧娟,158天,42.99%,1年又361天/5年又188天
浦银安盛红利精选混合,519115,0.77亿元（2020-09-30）,22.59%,34.61%,21.11%,59.99%,104.61%,241.90%,陈蔚丰,3年又71天,99.24%,5年又232天
富国消费升级混合,006796,3.10亿元（2020-09-30）,15.34%,25.55%,38.37%,96.12%,--,145.92%,张慕禹/汪孟海,146天,26.23%,146天/5年又95天
广发新经济混合A,270050,32.36亿元（2020-09-30）,10.93%,15.00%,19.84%,105.74%,117.89%,402.01%,邱璟旻,3年又316天,183.78%,4年又266天
农银中小盘混合,660005,9.53亿元（2020-09-30）,16.97%,27.95%,33.90%,94.35%,84.96%,423.67%,陈富权/赵伟,345天,96.65%,7年又144天/3年又205天
中融鑫起点混合C,001414,0.36亿元（2020-09-30）,10.40%,19.20%,27.41%,29.60%,24.21%,36.74%,陈荔/吴刚,137天,17.97%,137天/3年又9天
天弘优质成长企业,007202,2.47亿元（2020-09-30）,11.52%,29.74%,45.36%,66.12%,--,87.67%,谷琦彬,1年又85天,87.67%,2年又252天
嘉合锦程混合C,006425,0.48亿元（2020-09-30）,28.99%,54.69%,49.71%,115.65%,--,153.57%,李国林/骆海涛,1年又361天,153.52%,1年又361天/3年又30天
创金合信鑫益混合C,008910,0.03亿元（2020-09-30）,19.75%,32.49%,37.36%,--,--,65.93%,王妍/曹春林,314天,64.50%,1年又11天/3年又188天
银华国企改革混合发起式,005533,0.28亿元（2020-09-30）,16.93%,24.38%,24.01%,69.72%,--,128.42%,魏卓/焦巍,195天,33.43%,195天/5年又144天
信达澳银领先增长混合,610001,11.48亿元（2020-09-30）,11.16%,22.48%,14.91%,45.02%,59.53%,193.51%,王咏辉,1年又68天,56.91%,7年又266天
国泰金泰灵活配置混合C,519022,1.72亿元（2020-09-30）,0.74%,3.93%,20.08%,53.91%,93.80%,88.72%,李海,2年又259天,104.57%,4年又217天
招商优势企业混合,217021,0.60亿元（2020-09-30）,10.23%,12.83%,14.66%,54.79%,53.24%,268.40%,潘明曦,1年又211天,80.68%,5年又95天
中科沃土沃嘉混合C,004764,0.03亿元（2020-09-30）,1.63%,4.48%,1.32%,28.69%,14.54%,14.73%,孟禄程,1年又4天,28.09%,1年又64天
新华鑫益灵活配置混合,000584,4.95亿元（2020-09-30）,19.33%,28.58%,29.90%,80.82%,148.57%,402.86%,申峰旗/栾超,88天,22.47%,88天/4年又311天
南方瑞祥一年混合A,005810,5.74亿元（2020-09-30）,13.33%,26.85%,32.16%,67.22%,--,115.13%,李锦文,170天,31.93%,2年又35天
中欧永裕混合C,001307,0.27亿元（2020-09-30）,14.23%,29.83%,40.44%,94.99%,110.08%,106.30%,魏博,1年又124天,112.68%,8年又150天
华安升级主题混合,040020,4.11亿元（2020-09-30）,9.14%,23.74%,34.94%,84.54%,118.78%,316.02%,饶晓鹏,4年又112天,150.17%,6年又234天
鹏华价值驱动混合,008132,14.87亿元（2020-09-30）,4.09%,9.24%,19.04%,60.22%,--,61.84%,张华恩/梁浩,149天,11.21%,149天/9年又183天
中融量化智选混合C,004783,0.00亿元（2020-09-30）,9.78%,12.32%,9.07%,26.18%,31.96%,52.65%,孙亚超/陈薪羽,229天,27.12%,2年又337天/1年又163天
